LOCATION,LOC_CODE,TRAIL_NAME,REACH,PATH_TYPE,TYPE_CLASS,SURFACE_TYPE,LENGTH_MILE,WIDTH_FT,PRIMARY_USE,JURISDICTION,ACCESSIBILITY,YEAR_BUILT,NOTES,ASSET_CLASS,CLASS_CATEGORY,GIS_ASSET_ID,INFOR_ASSET_ID,FCA_DATE,ASSET_CONDITION
Garland Park,728,None,None,1,Park Circulation,Concrete,0.01975756,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70158,107746,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Concrete,0.0044952,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73433,108123,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.01509251,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74387,106774,2019-01-01 00:00:00,Good
Martin Luther King Jr. Park,415,None,None,1,Park Circulation,Concrete,0.02064581,8.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,72965,108755,2021-10-13 00:00:00,100
Washington Park,711,None,None,1,Park Circulation,Asphalt,0.07571328,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73753,104362,2019-01-01 00:00:00,Good
Washington Park,711,Washington Park Outer Loop,None,1,Park Circulation,Crusher Fines,0.11668072,None,None,City & County of Denver,None,2016,None,WLKTRL,WLK-SOFT,73763,104372,2019-01-01 00:00:00,Good
Huston Lake Park,811,None,None,1,Park Circulation,Concrete,0.00994132,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,75114,106846,2019-01-01 00:00:00,Good
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.00694999,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70148,107736,2019-01-01 00:00:00,Good
Prairie Meadows,576,None,None,1,Park Circulation,Concrete,0.0276594,6.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76968,None,2021-05-06 00:00:00,80
Genesse,M26,Chief Hosa Loop,None,2,Mountain,Natural Surface,1.17410048,None,None,Jefferson County,None,2014,GPS'd 8/8/2014,WLKTRL,TRL-MTN,77120,None,None,None
Sandhills Prairie,581,None,None,1,Right of Way Walk,Concrete,0.00319937,10.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76906,None,2021-05-12 00:00:00,80
Skyland Park,429,None,None,1,Park Circulation,Concrete,0.00541,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71316,104844,2019-01-01 00:00:00,Good
Sanchez Park,028,None,None,1,Park Circulation,Concrete,0.00774087,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-HARD,76812,None,2021-04-27 00:00:00,100
Weir Gulch (S),837,None,None,1,Right of Way Walk,Concrete,0.01439027,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74127,106736,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Concrete,0.10714017,8.0,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,75864,107704,2019-01-01 00:00:00,Good
Hampden Heights Park,614,None,None,1,Park Circulation,Concrete,0.0149728,6.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,72427,107978,2021-10-07 00:00:00,100
City of Nairobi Park,217,None,None,1,Right of Way Walk,Concrete,0.05719775,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,75903,108420,2018-09-28 00:00:00,Poor
Inspiration Point Park,005,None,None,1,Park Circulation,Concrete,0.10694256,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72525,104984,2019-01-01 00:00:00,Good
Valverde Park,834,None,None,1,Park Circulation,Concrete,0.05278316,None,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,75170,108313,2019-01-01 00:00:00,Good
Cook Park,763,None,None,1,Park Circulation,Concrete,0.00910359,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70698,108501,2019-01-01 00:00:00,Good
Harvard Gulch East,810,None,None,1,Right of Way Walk,Concrete,0.01171657,3.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74152,107471,2019-01-01 00:00:00,Good
Park Ave Parks,317,None,None,1,Right of Way Walk,Concrete,0.04431777,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,76211,113035,2019-01-01 00:00:00,Good
City Park,201,None,None,1,Park Circulation,Concrete,0.01161698,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74192,108214,2019-01-01 00:00:00,Good
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.01148092,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70090,106197,2019-01-01 00:00:00,Good
Village Place Park,540,None,None,1,Park Circulation,Concrete,0.03289212,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73748,109560,2019-01-01 00:00:00,Good
Harvard Gulch West,145,None,None,1,Park Circulation,Concrete,0.00373259,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72365,106497,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Concrete,0.01861147,None,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,75927,109807,2019-01-01 00:00:00,Good
51st & Zuni,009,None,None,1,Park Circulation,Asphalt,0.00934842,8.0,None,City & County of Denver,None,2000,None,WLKTRL,WLK-HARD,70394,107002,2019-01-01 00:00:00,Good
The Bluffs,589,None,None,1,Park Circulation,Crusher Fines,None,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-SOFT,None,None,2022-09-29 00:00:00,80
Harvard Gulch East,810,None,None,1,Right of Way Walk,Concrete,0.01701248,3.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74235,109610,2019-01-01 00:00:00,Good
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.01246757,12.0,None,City & County of Denver,None,2004,None,WLKTRL,WLK-HARD,75905,108422,2019-01-01 00:00:00,Good
Mayfair,432,None,None,1,Right of Way Walk,Concrete,0.01571114,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72812,105036,2018-09-25 00:00:00,Poor
39th Ave Greenway,229,None,None,1,Park Circulation,Crusher Fines,0.00295945,4.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-SOFT,77317,None,2021-05-12 00:00:00,100
Kennedy Ballfields,617,None,None,1,Park Circulation,Asphalt,0.04630102,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72659,108016,2019-01-01 00:00:00,Good
New Freedom,L26,Westerly Creek Trail,None,2,Minor,Asphalt,0.06090587,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,75464,109043,2018-09-25 00:00:00,80
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Asphalt,0.01375797,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72644,107308,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.00917139,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71051,104791,2019-01-01 00:00:00,Good
Westerly Creek Park,560,None,None,1,Park Circulation,Concrete,0.06349424,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70049,104664,2019-01-01 00:00:00,Good
Rosedale Park,826,None,None,1,Right of Way Walk,Concrete,0.06385172,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72271,104180,2019-01-01 00:00:00,Good
Confluence East,940,None,None,1,Park Circulation,Concrete,0.01189464,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74931,108302,2019-01-01 00:00:00,Good
SW Rec Center,101,None,None,1,Right of Way Walk,Concrete,0.04992091,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,75926,109097,2019-01-01 00:00:00,Good
Highland Park,013,None,None,1,Park Circulation,Concrete,0.05167256,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,74924,108295,2019-01-01 00:00:00,Good
Westerly Creek Park,560,Westerly Creek Trail,None,2,Minor,Concrete,0.03980756,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,70107,106214,2019-01-01 00:00:00,Good
Rosamond Park,621,None,None,1,Park Circulation,Concrete,0.0189927,None,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,73239,109495,2019-01-01 00:00:00,Good
Prairie Meadows,576,None,None,1,Park Circulation,Concrete,0.03437754,6.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76963,None,2021-05-06 00:00:00,80
Creekfront Park,349,None,None,1,Park Circulation,Concrete,0.00525914,24.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74965,108985,2019-01-01 00:00:00,Good
Barnum Park,804,Weir Gulch Trail,None,2,Minor,Concrete,0.19366657,10.0,None,City & County of Denver,None,2016,None,WLKTRL,TRL-MNR,76635,None,2019-01-01 00:00:00,80
The Bluffs,589,None,None,1,Park Circulation,Crusher Fines,None,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-HARD,None,None,2022-09-29 00:00:00,80
The Bluffs,589,Northfield Trail,None,2,Minor,Concrete,None,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-ROW,None,None,2022-09-29 00:00:00,80
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.06919519,None,None,City & County of Denver,None,2019,None,WLKTRL,WLK-HARD,77008,None,2021-05-12 00:00:00,80
Walker (Madme CJ) Park,227,None,None,1,Park Circulation,Concrete,0.0283071,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73861,107422,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.03286321,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74444,108244,2019-01-01 00:00:00,Good
Milstein,911,South Platte River Trail,None,2,Regional,Concrete,0.39726856,12.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,71774,104112,2019-01-01 00:00:00,Good
Robinson Park,414,None,None,1,Park Circulation,Concrete,0.03182962,10.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,77373,None,2022-01-28 00:00:00,100
Morrison,224,None,None,1,Park Circulation,Concrete,0.01286118,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74506,104472,2019-01-01 00:00:00,Good
Ash Grove Park,751,None,None,1,Park Circulation,Concrete,0.03116793,5.0,None,City & County of Denver,None,2018,Pump Track,WLKTRL,WLK-HARD,76682,None,2019-01-01 00:00:00,80
Montbello Civic Center,535,None,None,1,Park Circulation,Concrete,0.00748434,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70099,106206,2019-01-01 00:00:00,Good
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.02793624,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72578,105783,2019-01-01 00:00:00,Good
Rosamond Park,621,None,None,1,Park Circulation,Concrete,0.03661798,None,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,73099,105848,2019-01-01 00:00:00,Good
Hampden Heights Park,614,None,None,1,Park Circulation,Concrete,0.01528756,6.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,76293,114213,2021-10-07 00:00:00,100
Carpio Sanguinette,912,None,None,1,Park Circulation,Concrete,0.09107379,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74974,109681,2019-01-01 00:00:00,Good
Inspiration Point Park,005,None,None,1,Park Circulation,Concrete,0.00438597,None,None,City & County of Denver,None,2022,None,WLKTRL,WLK-HARD,77419,None,2022-06-09 00:00:00,100
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,Confluence to Creekfront - North Side,2,Regional,Concrete,0.66395451,8.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,75972,112237,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.06733191,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71055,104795,2019-01-01 00:00:00,Good
51st & Zuni,009,None,None,1,Right of Way Walk,Concrete,0.04776771,3.0,None,City & County of Denver,None,2000,None,WLKTRL,WLK-ROW,70393,107001,2019-01-01 00:00:00,Good
North Commons Lawn,590,None,None,1,Park Circulation,Concrete,None,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-HARD,None,None,2022-09-29 00:00:00,80
Cook Park,763,None,None,1,Park Circulation,Concrete,0.08238287,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70616,106268,2019-01-01 00:00:00,Good
56th Ave,546,56th Ave,None,2,Neighborhood,Concrete,0.00753285,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,75380,107652,2019-01-01 00:00:00,Good
Lakewood & Dry Gulch Park,030,Lakewood Dry Gulch Trail,None,2,Minor,Concrete,0.04559248,8.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,70884,107068,2019-01-01 00:00:00,Good
Garfield Lake Park,807,None,None,1,Park Circulation,Concrete,0.01006871,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,71786,104124,2019-01-01 00:00:00,Good
City Park,201,None,None,1,Park Circulation,Concrete,0.01451978,18.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74197,108219,2019-01-01 00:00:00,Good
Cheesman Park,312,None,None,1,Right of Way Walk,Concrete,0.11624826,5.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-ROW,75724,109781,2019-01-01 00:00:00,Good
Platt Park,824,None,None,1,Park Circulation,Concrete,0.01968544,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73091,105840,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.02749445,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74489,109639,2019-01-01 00:00:00,Good
First Creek Park,586,None,None,1,Park Circulation,Stone,0.00453976,6.0,None,City & County of Denver,None,2019,None,WLKTRL,WLK-HARD,77061,None,2021-05-21 00:00:00,100
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.08833449,None,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,76094,112418,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Concrete,0.13106516,None,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,75613,106937,2019-01-01 00:00:00,Good
The Bluffs,589,None,None,1,Park Circulation,Crusher Fines,None,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-HARD,None,None,2022-09-29 00:00:00,80
Mayfair,432,None,None,1,Right of Way Walk,Concrete,0.01403157,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72940,108050,2019-01-01 00:00:00,Good
Greenway Park,556,None,None,1,Park Circulation,Concrete,0.01077545,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72110,106473,2019-01-01 00:00:00,Good
Verbena Park,L18,None,None,1,Park Circulation,Concrete,0.0091326,None,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,73526,104353,2019-01-01 00:00:00,Good
Barnum Park,804,None,None,1,Park Circulation,Asphalt,0.02002522,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72954,108744,2018-09-17 00:00:00,Poor
Cook Park,763,None,None,1,Park Circulation,Concrete,0.04785504,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70733,109179,2019-01-01 00:00:00,Good
Washington Park,711,None,None,1,Park Circulation,Asphalt,0.03320085,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73942,108865,2018-09-21 00:00:00,Poor
51st & Zuni,009,None,None,1,Right of Way Walk,Concrete,0.12902423,5.0,None,City & County of Denver,None,2000,None,WLKTRL,WLK-ROW,70478,109143,2019-01-01 00:00:00,Good
Town Center,558,None,None,1,Park Circulation,Concrete,0.00858943,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74256,104434,2019-01-01 00:00:00,Good
Barnum Park,804,None,None,1,Park Circulation,Concrete,0.0359302,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70310,104705,2019-01-01 00:00:00,Good
Community Plaza Park,042,None,None,1,Park Circulation,Concrete,0.00488109,7.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71518,104075,2019-01-01 00:00:00,Good
Centennial Park,901,None,None,1,Park Circulation,Crusher Fines,0.00294753,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,74550,105271,2019-01-01 00:00:00,Good
The Bluffs,589,None,None,1,Right of Way Walk,Concrete,None,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-ROW,None,None,2022-09-29 00:00:00,80
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.00448337,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70149,107737,2019-01-01 00:00:00,Good
Sanchez Park,028,Lakewood Dry Gulch Trail,None,2,Minor,Concrete,0.05362696,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,73405,108095,2019-01-01 00:00:00,Good
City of Ulaanbaatar Park,L17,None,None,1,Park Circulation,Concrete,0.00953474,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74267,104445,2019-01-01 00:00:00,Good
Montclair Park,408,None,None,1,Park Circulation,Concrete,0.0546892,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72826,105050,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Crusher Fines,0.12995346,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,70561,104733,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Concrete,0.01065071,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73300,105111,2019-01-01 00:00:00,Good
Gates Crescent Park,907,None,None,1,Park Circulation,Concrete,0.01834065,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71268,104042,2019-01-01 00:00:00,Good
Genesee,M26,Connector Trail,None,2,Mountain,Natural Surface,0.03994076,None,None,Jefferson County,None,2015,GPS'd 6/25/2015,WLKTRL,TRL-MTN,77131,None,None,None
City of Ulaanbaatar Park,L17,None,None,1,Right of Way Walk,Concrete,0.0373675,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74379,106766,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.00516418,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71211,108567,2019-01-01 00:00:00,Good
Harvard Gulch East,810,None,None,1,Right of Way Walk,Concrete,0.01208584,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74181,108203,2019-01-01 00:00:00,Good
City Park,201,None,None,1,Right of Way Walk,Concrete,0.02535347,6.0,None,City & County of Denver,None,2009,None,WLKTRL,WLK-ROW,75599,106923,2019-01-01 00:00:00,Good
Sloan's Lake Park,019,None,None,1,Park Circulation,Concrete,0.01455751,None,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,75742,109799,2019-01-01 00:00:00,Good
Congress Park,314,None,None,1,Right of Way Walk,Concrete,0.00264279,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,70692,108495,2019-01-01 00:00:00,Good
Park Ave Parks,317,None,None,1,Right of Way Walk,Concrete,0.08215617,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,76194,113006,2019-01-01 00:00:00,Good
Thomas (Fred) Park,L16,None,None,1,Right of Way Walk,Concrete,0.05961409,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73731,109543,2019-01-01 00:00:00,Good
Babi-Yar Park,601,None,None,1,Park Circulation,Concrete,0.01177612,6.0,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,73414,108104,2019-01-01 00:00:00,Good
Harvard Gulch,829,None,None,1,Park Circulation,Asphalt,0.10074755,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72456,108694,2019-01-01 00:00:00,Good
West-Bar-Val-Wood,838,None,None,1,Park Circulation,Asphalt,0.16585372,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74140,107459,2018-09-17 00:00:00,Poor
Central Park,561,None,None,1,Park Circulation,Crusher Fines,0.00924628,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,70597,105526,2019-01-01 00:00:00,Good
DeBoer Park,805,None,None,1,Right of Way Walk,Concrete,0.01169594,3.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,75849,106955,2019-01-01 00:00:00,Good
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.00919193,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72228,109368,2019-01-01 00:00:00,Good
Sanderson Gulch,828,None,None,1,Park Circulation,Concrete,0.00362795,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74870,107573,2019-01-01 00:00:00,Good
